event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code
Heart failure including chronic HF,ICD9CM,Rheumatic heart failure (congestive),C0155582,Congestive rheumatic heart failure,narrow,C,HF,COV,398.91,398.91,398.91
Heart failure including chronic HF,ICD9CM,Systolic heart failure,C1135191,Heart Failure- Systolic,narrow,C,HF,COV,428.2,428.2,428.2
Heart failure including chronic HF,ICD9CM,Unspecified heart failure congestive,"","",narrow,C,HF,COV,428,428,428
Heart failure including chronic HF,ICD9CM,Unspecified hypertensive heart disease with heart failure,C1135333,Unspecified hypertensive heart disease with heart failure,narrow,C,HF,COV,402.91,402.91,402.91
Heart failure including chronic HF,MEDCODEID,AURAS-AF - consider the patient to have heart failure,"","",narrow,C,HF,COV,1861731000006114,1861731000006114,1861731000006114
Heart failure including chronic HF,MEDCODEID,Acute congestive heart failure,"","",narrow,C,HF,COV,18472010,18472010,18472010
Heart failure including chronic HF,MEDCODEID,Acute congestive heart failure,"","",narrow,C,HF,COV,317955011,317955011,317955011
Heart failure including chronic HF,MEDCODEID,Acute cor pulmonale,"","",possible,C,HF,COV,301694014,301694014,301694014
Heart failure including chronic HF,MEDCODEID,Acute edema of lung,"","",narrow,C,HF,COV,3152701000006117,3152701000006117,3152701000006117
Heart failure including chronic HF,MEDCODEID,Acute edema of lung,"","",narrow,C,HF,COV,3152721000006110,3152721000006110,3152721000006110
Heart failure including chronic HF,MEDCODEID,Acute heart failure,"","",narrow,C,HF,COV,94251011,94251011,94251011
Heart failure including chronic HF,MEDCODEID,Acute left ventricular failure,"","",narrow,C,HF,COV,300180019,300180019,300180019
Heart failure including chronic HF,MEDCODEID,Acute left ventricular failure,"","",narrow,C,HF,COV,300190010,300190010,300190010
Heart failure including chronic HF,MEDCODEID,Acute oedema of lung,"","",narrow,C,HF,COV,1490256017,1490256017,1490256017
Heart failure including chronic HF,MEDCODEID,Acute oedema of lung,"","",narrow,C,HF,COV,3152711000006119,3152711000006119,3152711000006119
Heart failure including chronic HF,MEDCODEID,Acute oedema of lung- unspecified,"","",narrow,C,HF,COV,1216090015,1216090015,1216090015
Heart failure including chronic HF,MEDCODEID,Acute oedema of lung- unspecified,"","",narrow,C,HF,COV,301741013,301741013,301741013
Heart failure including chronic HF,MEDCODEID,Acute pulmonary edema,"","",possible,C,HF,COV,3152691000006117,3152691000006117,3152691000006117
Heart failure including chronic HF,MEDCODEID,Acute pulmonary edema,"","",possible,C,HF,COV,3152701000006117,3152701000006117,3152701000006117
Heart failure including chronic HF,MEDCODEID,Acute pulmonary oedema NOS,"","",possible,C,HF,COV,1216090015,1216090015,1216090015
Heart failure including chronic HF,MEDCODEID,Acute pulmonary oedema NOS,"","",possible,C,HF,COV,301743011,301743011,301743011
Heart failure including chronic HF,MEDCODEID,Acute pulmonary oedema unspecified,"","",possible,C,HF,COV,1490256017,1490256017,1490256017
Heart failure including chronic HF,MEDCODEID,Acute pulmonary oedema unspecified,"","",possible,C,HF,COV,301741013,301741013,301741013
Heart failure including chronic HF,MEDCODEID,Admit heart failure emergency,"","",narrow,C,HF,COV,12490061000006118,12490061000006118,12490061000006118
Heart failure including chronic HF,MEDCODEID,Admit heart failure emergency,"","",narrow,C,HF,COV,2549208013,2549208013,2549208013
Heart failure including chronic HF,MEDCODEID,Asthma - cardiac,"","",narrow,C,HF,COV,1495417010,1495417010,1495417010
Heart failure including chronic HF,MEDCODEID,Asthma - cardiac,"","",narrow,C,HF,COV,299655012,299655012,299655012
Heart failure including chronic HF,MEDCODEID,Atrial dilatation,"","",possible,C,HF,COV,112265015,112265015,112265015
Heart failure including chronic HF,MEDCODEID,Biventricular failure,"","",narrow,C,HF,COV,141306010,141306010,141306010
Heart failure including chronic HF,MEDCODEID,Biventricular failure,"","",narrow,C,HF,COV,4005301000006110,4005301000006110,4005301000006110
Heart failure including chronic HF,MEDCODEID,Biventricular failure,"","",narrow,C,HF,COV,510016018,510016018,510016018
Heart failure including chronic HF,MEDCODEID,CCF - Congestive cardiac failure,"","",narrow,C,HF,COV,3182531000006110,3182531000006110,3182531000006110
Heart failure including chronic HF,MEDCODEID,CCF - Congestive cardiac failure,"","",narrow,C,HF,COV,3182551000006115,3182551000006115,3182551000006115
Heart failure including chronic HF,MEDCODEID,CCM - Congestive cardiomyopathy,"","",narrow,C,HF,COV,6615871000006114,6615871000006114,6615871000006114
Heart failure including chronic HF,MEDCODEID,CHF - Congestive heart failure,"","",narrow,C,HF,COV,3182561000006118,3182561000006118,3182561000006118
Heart failure including chronic HF,MEDCODEID,COCM - Congestive cardiomyopathy,"","",narrow,C,HF,COV,6615881000006112,6615881000006112,6615881000006112
Heart failure including chronic HF,MEDCODEID,Cardiac failure,"","",narrow,C,HF,COV,139475013,139475013,139475013
Heart failure including chronic HF,MEDCODEID,Cardiac failure,"","",narrow,C,HF,COV,139482012,139482012,139482012
Heart failure including chronic HF,MEDCODEID,Cardiac failure NOS,"","",narrow,C,HF,COV,139481017,139481017,139481017
Heart failure including chronic HF,MEDCODEID,Cardiac failure NOS,"","",narrow,C,HF,COV,223981000000118,223981000000118,223981000000118
Heart failure including chronic HF,MEDCODEID,Cardiac failure therapy,"","",narrow,C,HF,COV,451426015,451426015,451426015
Heart failure including chronic HF,MEDCODEID,Cardiac insufficiency,"","",narrow,C,HF,COV,3868351000006116,3868351000006116,3868351000006116
Heart failure including chronic HF,MEDCODEID,Cardiac insufficiency as a complication of care,"","",narrow,C,HF,COV,350484012,350484012,350484012
Heart failure including chronic HF,MEDCODEID,Cardiac tamponade,"","",possible,C,HF,COV,18472010,18472010,18472010
Heart failure including chronic HF,MEDCODEID,Cardiac tamponade,"","",possible,C,HF,COV,58913019,58913019,58913019
Heart failure including chronic HF,MEDCODEID,Chronic congestive heart failure,"","",narrow,C,HF,COV,147247018,147247018,147247018
Heart failure including chronic HF,MEDCODEID,Chronic congestive splenamegaly,"","",possible,C,HF,COV,294509018,294509018,294509018
Heart failure including chronic HF,MEDCODEID,Compensated cardiac failure,"","",narrow,C,HF,COV,300179017,300179017,300179017
Heart failure including chronic HF,MEDCODEID,Compensated cardiac failure,"","",narrow,C,HF,COV,300180019,300180019,300180019
Heart failure including chronic HF,MEDCODEID,Congenital cardiac failure,"","",narrow,C,HF,COV,300217019,300217019,300217019
Heart failure including chronic HF,MEDCODEID,Congestive cardiac failure,"","",narrow,C,HF,COV,3182541000006117,3182541000006117,3182541000006117
Heart failure including chronic HF,MEDCODEID,Congestive cardiac failure,"","",narrow,C,HF,COV,493287011,493287011,493287011
Heart failure including chronic HF,MEDCODEID,Congestive cardiac failure,"","",narrow,C,HF,COV,70653017,70653017,70653017
Heart failure including chronic HF,MEDCODEID,Congestive cardiomyopathy,"","",narrow,C,HF,COV,1778488011,1778488011,1778488011
Heart failure including chronic HF,MEDCODEID,Congestive dilated cardiomyopathy,"","",narrow,C,HF,COV,6615901000006114,6615901000006114,6615901000006114
Heart failure including chronic HF,MEDCODEID,Congestive heart disease,"","",narrow,C,HF,COV,3182531000006110,3182531000006110,3182531000006110
Heart failure including chronic HF,MEDCODEID,Congestive heart disease,"","",narrow,C,HF,COV,3182541000006117,3182541000006117,3182541000006117
Heart failure including chronic HF,MEDCODEID,Congestive heart failure,"","",narrow,C,HF,COV,301743011,301743011,301743011
Heart failure including chronic HF,MEDCODEID,Congestive heart failure,"","",narrow,C,HF,COV,3182551000006115,3182551000006115,3182551000006115
Heart failure including chronic HF,MEDCODEID,Congestive heart failure,"","",narrow,C,HF,COV,70653017,70653017,70653017
Heart failure including chronic HF,MEDCODEID,Congestive heart failure due to valvular disease,"","",narrow,C,HF,COV,2675255018,2675255018,2675255018
Heart failure including chronic HF,MEDCODEID,Congestive obstructive cardiomyopathy,"","",narrow,C,HF,COV,350413012,350413012,350413012
Heart failure including chronic HF,MEDCODEID,DCM - Dilated cardiomyopathy,"","",narrow,C,HF,COV,6615891000006110,6615891000006110,6615891000006110
Heart failure including chronic HF,MEDCODEID,Decompensated cardiac failure,"","",narrow,C,HF,COV,300179017,300179017,300179017
Heart failure including chronic HF,MEDCODEID,Decompensated cardiac failure,"","",narrow,C,HF,COV,741701000006114,741701000006114,741701000006114
Heart failure including chronic HF,MEDCODEID,Did not attend heart failure clinic,"","",possible,C,HF,COV,407181000000116,407181000000116,407181000000116
Heart failure including chronic HF,MEDCODEID,Did not attend practice nurse heart failure clinic,"","",possible,C,HF,COV,303861000000118,303861000000118,303861000000118
Heart failure including chronic HF,MEDCODEID,Dilated cardiomyopathy,"","",narrow,C,HF,COV,6615851000006116,6615851000006116,6615851000006116
Heart failure including chronic HF,MEDCODEID,Discharge from heart failure nurse service,"","",possible,C,HF,COV,1705341000000110,1705341000000110,1705341000000110
Heart failure including chronic HF,MEDCODEID,Discharge from practice nurse heart failure clinic,"","",possible,C,HF,COV,303441000000116,303441000000116,303441000000116
Heart failure including chronic HF,MEDCODEID,Education about deteriorating heart failure,"","",possible,C,HF,COV,2122191000000110,2122191000000110,2122191000000110
Heart failure including chronic HF,MEDCODEID,Emergency heart failure admission since last appointment,"","",possible,C,HF,COV,1747691000006119,1747691000006119,1747691000006119
Heart failure including chronic HF,MEDCODEID,Emergency hospital admission for heart failure,"","",narrow,C,HF,COV,6895651000006113,6895651000006113,6895651000006113
Heart failure including chronic HF,MEDCODEID,H-O- Heart failure in last year,"","",possible,C,HF,COV,453099015,453099015,453099015
Heart failure including chronic HF,MEDCODEID,H-O- heart failure,"","",possible,C,HF,COV,251680018,251680018,251680018
Heart failure including chronic HF,MEDCODEID,HF - Heart failure,"","",narrow,C,HF,COV,3868311000006117,3868311000006117,3868311000006117
Heart failure including chronic HF,MEDCODEID,HF - Heart failure,"","",narrow,C,HF,COV,3868341000006118,3868341000006118,3868341000006118
Heart failure including chronic HF,MEDCODEID,HFNEF - heart failure with normal ejection fraction,"","",narrow,C,HF,COV,1661371000000112,1661371000000112,1661371000000112
Heart failure including chronic HF,MEDCODEID,Has heart failure management plan,"","",possible,C,HF,COV,1746171000000119,1746171000000119,1746171000000119
Heart failure including chronic HF,MEDCODEID,Heart failure,"","",narrow,C,HF,COV,139475013,139475013,139475013
Heart failure including chronic HF,MEDCODEID,Heart failure,"","",narrow,C,HF,COV,1495417010,1495417010,1495417010
Heart failure including chronic HF,MEDCODEID,Heart failure,"","",narrow,C,HF,COV,3868341000006118,3868341000006118,3868341000006118
Heart failure including chronic HF,MEDCODEID,Heart failure 6 month review,"","",possible,C,HF,COV,404741000000119,404741000000119,404741000000119
Heart failure including chronic HF,MEDCODEID,Heart failure NOS,"","",narrow,C,HF,COV,139482012,139482012,139482012
Heart failure including chronic HF,MEDCODEID,Heart failure NOS,"","",narrow,C,HF,COV,395772015,395772015,395772015
Heart failure including chronic HF,MEDCODEID,Heart failure annual review,"","",possible,C,HF,COV,1484918019,1484918019,1484918019
Heart failure including chronic HF,MEDCODEID,Heart failure as a complication of care,"","",narrow,C,HF,COV,316833010,316833010,316833010
Heart failure including chronic HF,MEDCODEID,Heart failure as a complication of care,"","",narrow,C,HF,COV,350484012,350484012,350484012
Heart failure including chronic HF,MEDCODEID,Heart failure care plan discussed with patient,"","",possible,C,HF,COV,308301000000118,308301000000118,308301000000118
Heart failure including chronic HF,MEDCODEID,Heart failure clinical pathway,"","",possible,C,HF,COV,2205951000000117,2205951000000117,2205951000000117
Heart failure including chronic HF,MEDCODEID,Heart failure clinical pathway protocol followed,"","",possible,C,HF,COV,1824091000006119,1824091000006119,1824091000006119
Heart failure including chronic HF,MEDCODEID,Heart failure confirmed,"","",possible,C,HF,COV,1488804017,1488804017,1488804017
Heart failure including chronic HF,MEDCODEID,Heart failure education,"","",possible,C,HF,COV,2645623019,2645623019,2645623019
Heart failure including chronic HF,MEDCODEID,Heart failure follow-up,"","",possible,C,HF,COV,1484917012,1484917012,1484917012
Heart failure including chronic HF,MEDCODEID,Heart failure information given to patient,"","",possible,C,HF,COV,308011000000119,308011000000119,308011000000119
Heart failure including chronic HF,MEDCODEID,Heart failure information starter pack provided,"","",possible,C,HF,COV,1539391000006119,1539391000006119,1539391000006119
Heart failure including chronic HF,MEDCODEID,Heart failure lifestyle plan commenced,"","",possible,C,HF,COV,1539381000006117,1539381000006117,1539381000006117
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - co-medications,"","",possible,C,HF,COV,1539521000006114,1539521000006114,1539521000006114
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - co-morbidities,"","",possible,C,HF,COV,1539531000006112,1539531000006112,1539531000006112
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - multiple readmissions,"","",possible,C,HF,COV,1539511000006118,1539511000006118,1539511000006118
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - palliative care,"","",possible,C,HF,COV,1539541000006119,1539541000006119,1539541000006119
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - psychological issues,"","",possible,C,HF,COV,1539501000006116,1539501000006116,1539501000006116
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - social issues,"","",possible,C,HF,COV,1539491000006112,1539491000006112,1539491000006112
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - specialist clinical needs,"","",possible,C,HF,COV,1539481000006114,1539481000006114,1539481000006114
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring - unstable symptoms,"","",possible,C,HF,COV,1539471000006111,1539471000006111,1539471000006111
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring in primary care,"","",possible,C,HF,COV,1856361000006116,1856361000006116,1856361000006116
Heart failure including chronic HF,MEDCODEID,Heart failure monitoring in secondary care,"","",possible,C,HF,COV,1856371000006111,1856371000006111,1856371000006111
Heart failure including chronic HF,MEDCODEID,Heart failure pathway protocol not followed,"","",possible,C,HF,COV,1822161000006116,1822161000006116,1822161000006116
Heart failure including chronic HF,MEDCODEID,Heart failure rehabilitation programme not available,"","",possible,C,HF,COV,2405871000000117,2405871000000117,2405871000000117
Heart failure including chronic HF,MEDCODEID,Heart failure review completed,"","",possible,C,HF,COV,308261000000111,308261000000111,308261000000111
Heart failure including chronic HF,MEDCODEID,Heart failure self-management plan agreed,"","",possible,C,HF,COV,2117931000000116,2117931000000116,2117931000000116
Heart failure including chronic HF,MEDCODEID,Heart failure self-management plan review,"","",possible,C,HF,COV,2115781000000114,2115781000000114,2115781000000114
Heart failure including chronic HF,MEDCODEID,Heart failure with normal ejection fraction,"","",narrow,C,HF,COV,1647701000000118,1647701000000118,1647701000000118
Heart failure including chronic HF,MEDCODEID,Heart failure with preserved ejection fraction,"","",narrow,C,HF,COV,2227501000000110,2227501000000110,2227501000000110
Heart failure including chronic HF,MEDCODEID,Heart failure with preserved ejection fraction,"","",narrow,C,HF,COV,7321121000006119,7321121000006119,7321121000006119
Heart failure including chronic HF,MEDCODEID,History of heart failure,"","",possible,C,HF,COV,4540521000006111,4540521000006111,4540521000006111
Heart failure including chronic HF,MEDCODEID,History of heart failure in last year,"","",possible,C,HF,COV,5990971000006113,5990971000006113,5990971000006113
Heart failure including chronic HF,MEDCODEID,Hyperten heart&renal dis+both(congestv)heart and renal fail,"","",narrow,C,HF,COV,789941000006117,789941000006117,789941000006117
Heart failure including chronic HF,MEDCODEID,Hypertensive cardiomegaly,"","",narrow,C,HF,COV,3552501000006119,3552501000006119,3552501000006119
Heart failure including chronic HF,MEDCODEID,Hypertensive cardiopathy,"","",narrow,C,HF,COV,3552521000006112,3552521000006112,3552521000006112
Heart failure including chronic HF,MEDCODEID,Hypertensive cardiovascular disease,"","",narrow,C,HF,COV,741681000006111,741681000006111,741681000006111
Heart failure including chronic HF,MEDCODEID,Hypertensive heart disease,"","",narrow,C,HF,COV,3552511000006116,3552511000006116,3552511000006116
Heart failure including chronic HF,MEDCODEID,Hypertensive heart disease NOS,"","",narrow,C,HF,COV,107545013,107545013,107545013
Heart failure including chronic HF,MEDCODEID,Hypertensive heart disease NOS,"","",narrow,C,HF,COV,741681000006111,741681000006111,741681000006111
Heart failure including chronic HF,MEDCODEID,Hypertensive heart disease NOS with CCF,"","",narrow,C,HF,COV,493287011,493287011,493287011
Heart failure including chronic HF,MEDCODEID,Hypertensive heart disease NOS with CCF,"","",narrow,C,HF,COV,741691000006114,741691000006114,741691000006114
Heart failure including chronic HF,MEDCODEID,Hypertensive heart disease NOS without CCF,"","",narrow,C,HF,COV,741661000006118,741661000006118,741661000006118
Heart failure including chronic HF,MEDCODEID,Hypertensive heart&renal dis wth (congestive) heart failure,"","",narrow,C,HF,COV,206703015,206703015,206703015
Heart failure including chronic HF,MEDCODEID,Hypertensive heart&renal dis wth (congestive) heart failure,"","",narrow,C,HF,COV,741701000006114,741701000006114,741701000006114
