Coding system,Code,Code name,Concept,Concept name,Tags,Comment,Edited by,Date,Clinical review 1,Reviewer 1,Date review 1,Clinical review 2,Reviewer 2,Date review 2
RCD,Dyu23,[X]Other sideroblastic anaemias,-,-,narrow,Desc: code D210.,,,sima,,13-August-2024,,,
RCD,Dyu24,[X]Other specified anaemias,C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
RCD,Dyu25,"[X]Acquired pure red cell aplasia, unspecified",-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,L1825,Iron deficiency anaemia of pregnancy,-,-,exclude,Desc: code X20Bw,,,sima,,13-August-2024,,,
RCD,PK60.,Peutz-Jeghers syndrome,-,-,exclude,Desc: code X20Bw,,,sima,,13-August-2024,,,
RCD,Q421.,ABO isoimmunisation of the newborn,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Q422.,Haemolytic disease due to isoimmunisation NOS,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Q423.,Hydrops fetalis due to isoimmunisation,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Q424.,Kernicterus due to isoimmunisation,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Q42z.,Haemolytic disease of fetus and newborn due to isoimmunisation NOS,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Q456.,Anaemia of prematurity,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Qyu55,[X]Other haemolytic diseases of fetus and newborn,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Bp,Normocytic anaemia due to unspecified cause,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Bq,Normocytic anaemia due to aplasia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Br,Secondary anaemia NOS,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Bs,von Jaksch's anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Bt,Dilutional anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Bu,Anaemia of chronic disorder,C0002873,Anemia of chronic disease,narrow,,,,sima,,13-August-2024,,,
RCD,X20Bv,Anaemia of renal disease,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Bw,Microcytic anaemia,C5194182,Microcytic anemia,narrow,,,,sima,,13-August-2024,,,
RCD,X20Bx,Neonatal anaemia,-,-,exclude,Desc: code X20Bw,,,sima,,13-August-2024,,,
RCD,X20Bz,Normocytic anaemia due to chronic blood loss,-,-,narrow,Desc: code X20Bw,,,sima,,13-August-2024,,,
RCD,X20C0,Congenital transferrin deficiency,-,-,exclude,Desc: code X20Bw,,,sima,,13-August-2024,,,
RCD,X20C1,Iron deficiency anaemia syndrome,C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
RCD,X20C3,Congenital dyserythropoiesis NEC,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20C4,Congenital dyserythropoietic anaemia type I,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20C5,Congenital dyserythropoietic anaemia type III,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20C6,Macrocytic anaemia,C0002886,"Anemia, Macrocytic",narrow,,,,sima,,13-August-2024,,,
RCD,X20C7,Macrocytic anaemia of unspecified cause,C0002886,"Anemia, Macrocytic",narrow,,,,sima,,13-August-2024,,,
RCD,X20C8,Megaloblastic anaemia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20C9,Megaloblastic anaemia NOS,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CA,Megaloblastic anaemia due to dietary causes,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CB,Vegan's anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CC,Congenital deficiency of intrinsic factor,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CD,Biermer's congenital pernicious anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CE,Selective malabsorption of cyanocobalamin,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CF,Goat's milk anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CG,Combined deficiency anaemia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20Cg,Cold haemagglutinin disease,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CH,Thiamine-responsive macrocytosis,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CI,Alcohol-related sideroblastic anaemia,-,-,exclude,Desc: code D210.,,,sima,,13-August-2024,,,
RCD,X20CJ,Drug-induced sideroblastic anaemia,-,-,exclude,Desc: code D210.,,,sima,,13-August-2024,,,
RCD,X20CK,Refractory anaemia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CL,Cytopenia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CN,Pancytopenia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CO,Pancytopenia with pancreatitis,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CP,Constitutional aplastic anaemia without mention of malformation,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CQ,Pure red cell aplasia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CR,Secondary red cell aplasia NEC,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CS,"Pure red cell aplasia, acquired",-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CT,Congenital pure red cell aplasia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CU,Congenital red cell hypoplasia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CV,Constitutional red cell hypoplasia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CW,Adenosine deaminase superactivity,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CX,Transient erythroblastopenia of childhood,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CY,Acquired red cell aplasia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,X20CZ,Paroxysmal haemoglobinuria NOS,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa01R,T-cell mediated cytopenia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa05o,Idiopathic sideroblastic anaemia,-,-,narrow,Desc: code D210.,,,sima,,13-August-2024,,,
RCD,Xa08x,Haemolytic disease of fetus and newborn due to isoimmunisation,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa08y,Atypical isoimmunisation of newborn,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa0hK,Alcoholic macrocytosis,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa36n,Cold autoimmune haemolytic anaemia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa3Em,Evans syndrome,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa3eu,"Deficiency anaemias, excluding iron",-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa3ev,Nutritional anaemias NOS,C0271903,Nutritional anemia,possible,,,,sima,,13-August-2024,,,
RCD,Xa3ew,Haemoglobinuria - external causation,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa41e,Haemolytic disease NOS,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa7n0,Normocytic anaemia,C0085577,Normocytic anemia,narrow,,,,sima,,13-August-2024,,,
RCD,Xa9Aw,Vitamin B12-deficient megaloblastic anaemia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,Xa9FH,Normocytic anaemia following acute bleed,-,-,possible,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaB3w,Rhesus isoimmunisation due to anti-D,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaB3x,Rhesus isoimmunisation due to anti-c,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaB3y,Rhesus isoimmunisation due to anti-E,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaB3z,Rhesus isoimmunisation due to anti-Cw,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaB40,Duffy isoimmunisation of the newborn,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaB41,Kidd isoimmunisation of the newborn,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaB42,Other isoimmunisation of the newborn,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaBDS,Anaemia in ovarian carcinoma,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaC0z,Drug-induced autoimmune haemolytic anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaCLx,Anaemia secondary to renal failure,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XaCLy,Anaemia secondary to chronic renal failure,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13b,Deficiency anaemias,C0041782,Deficiency anemias,narrow,,,,sima,,13-August-2024,,,
RCD,XE13c,Iron deficiency anaemia,C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
RCD,XE13d,Iron deficiency anaemia due to chronic blood loss,C0154286,Iron deficiency anemia secondary to chronic blood loss,exclude,,,,sima,,13-August-2024,,,
RCD,XE13e,Other specified iron deficiency anaemia,C0029810,Other specified iron deficiency anemias,narrow,,,,sima,,13-August-2024,,,
RCD,XE13f,Other deficiency anaemias,-,-,narrow,Desc: code XE13b,,,sima,,13-August-2024,,,
RCD,XE13g,Other vitamin B12 deficiency anaemias,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13h,Vitamin B12 deficiency anaemia due to dietary causes,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13i,Folate deficiency anaemia due to dietary causes,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13j,Other deficiency anaemias NOS,-,-,narrow,Desc: code XE13b,,,sima,,13-August-2024,,,
RCD,XE13o,Autoimmune haemolytic anaemia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13p,Haemoglobinuria due to haemolysis from external cause NOS,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13q,Constitutional aplastic anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13r,Constitutional aplastic anaemia with malformation,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13s,Constitutional red cell aplasia and hypoplasia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13t,Acquired aplastic anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13u,Aplastic anaemia due to drugs,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13v,Pancytopenia NOS,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13w,Acquired aplastic anaemia NOS,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13x,Acute posthaemorrhagic anaemia,-,-,possible,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13y,Congenital dyserythropoietic anaemia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE13z,Congenital dyserythropoietic anaemia type II,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE140,Anaemia unspecified,C0002871,Anemia,narrow,,,,sima,,13-August-2024,,,
RCD,XE14i,Other anaemias,C0472702,Anemia other/unspecified,narrow,,,,sima,,13-August-2024,,,
RCD,XE1f3,Rhesus isoimmunisation of the newborn,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XE2ro,Pernicious anaemia,-,-,narrow,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XM05A,Anaemia,C0002871,Anemia,narrow,,,,sima,,13-August-2024,,,
RCD,XM0mM,Anaemia due to isoimmunisation,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XM190,[EDTA] Haemolytic uraemic syndrome including Moschcowitz syndrome associated with renal failure,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD,XM1Qy,Pancytopenia-dysmelia,-,-,exclude,Desc: code XM05A,,,sima,,13-August-2024,,,
RCD2,D0...,Asiderotic anaemia,C0041782,Deficiency anemias,narrow,,,,sima,,13-August-2024,,,
RCD2,D00..,Hypochromic - microcytic anaemia,C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D000.,Iron defic.anaemia-blood loss,C0154286,Iron deficiency anemia secondary to chronic blood loss,narrow,,,,sima,,13-August-2024,,,
RCD2,D001.,Iron defic.anaemia-dietary,C0472714,Iron deficiency anemia due to dietary causes,exclude,,,,sima,,13-August-2024,,,
RCD2,D00y.,Kelly - Paterson syndrome,C0029810,Other specified iron deficiency anemias,exclude,,,,sima,,13-August-2024,,,
RCD2,D00yz,Other spec iron def. anaem NOS,C0029810,Other specified iron deficiency anemias,narrow,,,,sima,,13-August-2024,,,
RCD2,D00z.,Unspec iron deficiency anaemia,C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D00z0,Achlorhydric anaemia,C0271977,Achlorhydric anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D00z1,Chlorotic anaemia,C0008272,Asiderotic anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D00z2,Idiopathic hypochromic anaemia,C1306853,Idiopathic hypochromic anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D00zz,Iron deficiency anaemia NOS,C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D0125,Macrocytic anaemia unspecified,C0002886,"Anemia, Macrocytic",narrow,,,,sima,,13-August-2024,,,
RCD2,D0z..,Deficiency anaemias NOS,C0041782,Deficiency anemias,narrow,,,,sima,,13-August-2024,,,
RCD2,D21..,Other and unspecified anaemias,C0472702,Anemia other/unspecified,narrow,,,,sima,,13-August-2024,,,
RCD2,D210.,Sideroblastic anaemia,C0002896,Sideroblastic anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D210z,Sideroblastic anaemia NOS,C0002896,Sideroblastic anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D214.,Chronic anaemia,C0581384,Chronic anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D21y.,Other specified anaemias,C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
RCD2,D21yz,Other specified anaemia NOS,C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
RCD2,D21z.,Anaemia unspecified,C0002871,Anemia,narrow,,,,sima,,13-August-2024,,,
RCD2,D2y..,Anaemias OS,C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
RCD2,D2z..,Other anaemias NOS,C0472702,Anemia other/unspecified,narrow,,,,sima,,13-August-2024,,,
RCD2,Dyu0.,[X]Nutritional anaemias,C0271903,Nutritional anemia,possible,,,,sima,,13-August-2024,,,
RCD2,Dyu00,[X]Oth iron deficncy anaemias,C0477300,Other iron deficiency anemias,narrow,,,,sima,,13-August-2024,,,
RCD2,Dyu05,[X]Anaem(n-megblst)a o s nut d,C0477304,[X]Anaemia (nonmegaloblastic) associated with other specified nutritional deficiencies,possible,,,,sima,,13-August-2024,,,
RCD2,Dyu22,[X]Anaemia in oth chron dis CE,C0477312,Anemia in other chronic diseases classified elsewhere,narrow,,,,sima,,13-August-2024,,,
RCD2,Dyu24,[X]Other specified anaemias,C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,10205009,anemia megaloblástica por dermatitis exfoliativa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,105599000,anemia relacionada con alteración de la síntesis de ADN,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,10564005,esferocitosis hereditaria severa por deficiencia combinada de espectrina Y anquirina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,10619002,anemia megaloblástica secundaria a dieta inadecuada,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,10741751000119100,anemia en la madre que complica el nacimiento,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,10759351000119103,anemia drepanocítica materna que complica el nacimiento,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,10762261000119105,anemia posterior a sangrado posoperatorio agudo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,10806241000119108,talasemia en la madre que complica el nacimiento,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,10812081000119108,anemia por deficiencia de hierro en la madre que complica el nacimiento,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111407006,síndrome urémico hemolítico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111469006,"enfermedad hemolítica del recién nacido por isoinmunización no ABO, no Rh",-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,111570005,anemia por infección,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111571009,atransferrinemia congénita,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,111572002,talasemia beta cero tipo no deleción,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111574001,anemia por deficiencia de cobre,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111575000,anemia por defecto de la membrana celular eritrocitaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111576004,estomatocitosis adquirida,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111577008,anemia por deficiencia enzimática,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111579006,anemia hemolítica no esferocítica hereditaria por deficiencia de glutatión sintetasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,111581008,anemia causada por agente físico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1142030006,anemia nutricional del embarazo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1142062009,anemia macrocítica en el embarazo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1142083003,anemia hemolítica del embarazo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1142087002,anemia megaloblástica congénita debida a deficiencia de transcobalamina II,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148853004,anemia ferropénica posgastrectomía,C5546754,Post gastrectomy iron deficiency anemia,exclude,,,,sima,,13-August-2024,,,
SCTSPA,1148855006,anemia ferropénica debida a requerimiento aumentado en la adolescencia,C5546756,Iron deficiency anemia due to increased requirement in adolescence,exclude,,,,sima,,13-August-2024,,,
SCTSPA,1148856007,anemia ferropénica debida a requerimiento aumentado en la lactancia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148861009,anemia ferropénica debida a celiaquía,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148880006,anemia hemolítica no autoinmune medicamentosa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148893001,anemia hemolítica debida a deficiencia de gliceraldehído - 3 - fosfato deshidrogenasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148895008,anemia hemolítica debida a deficiencia de enolasa en los glóbulos rojos,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148897000,enfermedad por hemoglobina Paksé,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148899002,enfermedad por hemoglobina Seal Rock,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1148914007,anemia sideroblástica autosómica dominante,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,11491000,anemia por deficiencia de niacina,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,11503009,anemia relativa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153333001,anemia perniciosa debida a enfermedad autoinmunitaria,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153353002,anemia por deficiencia de vitamina B12 posterior a gastrectomía total,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153358006,síndrome del linfocito pasajero posterior a trasplante de órgano,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153380009,hemólisis mecánica posterior a inserción de prótesis de válvula cardíaca,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153399000,eliptocitosis hereditaria homocigótica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153403009,anemia ferropénica hereditaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153409008,anemia por deficiencia de vitamina B12 debida a gastritis atrófica crónica,-,-,possible,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153413001,secuestro agudo de bazo debido a talasemia de células falciformes con crisis drepanocítica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1153415008,secuestro agudo de bazo debido a enfermedad de células falciformes con hemoglobina C con crisis drepanocítica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,115963009,anemia regenerativa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1171357005,anemia por deficiencia de vitamina B12 posgastrectomía,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,11781007,anemia hemolítica autoinmunitaria causada por complemento,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,118791000119106,anemia aplásica causada por agente antineoplásico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,12189000,anemia hemolítica Coombs negativa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,12238007,anemia megaloblástica por gastrectomía,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
